activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1276204,[],CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,BAO_0000192,BAO_0000219,cell-based format,Cn1c(nc2c(N)nc(nc12)C#CC3(O)CCCCC3)c4occc4,,,CHEMBL1134604,J. Med. Chem.,2001.0,"{'bei': '23.59', 'le': '0.43', 'lle': '5.71', 'sei': '7.73'}",CHEMBL50051,,CHEMBL50051,7.96,False,http://www.openphacts.org/units/Nanomolar,85305,=,1,True,=,,Ki,nM,,11,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,uM,UO_0000065,,0.011
,1277721,[],CHEMBL641571,Binding Affinity for adenosine A2A receptor expressed in HEK293 cells compared to [3H]CGS-21680,B,BAO_0000192,BAO_0000219,cell-based format,OCC[C@H]1CCCCN1C(=O)\C=C\c2c(nn3ccccc23)c4ccccc4,,,CHEMBL1134604,J. Med. Chem.,2001.0,"{'bei': '15.68', 'le': '0.29', 'lle': '2.11', 'sei': '10.18'}",CHEMBL440115,FK453,CHEMBL440115,5.89,False,http://www.openphacts.org/units/Nanomolar,85296,=,1,True,=,,Ki,nM,,1300,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,uM,UO_0000065,,1.3
,1277888,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCc3ccccc3)c4nc(nn14)c5occc5,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '25.94', 'le': '0.47', 'lle': '6.4', 'sei': '8.95'}",CHEMBL17127,SCH-58261,CHEMBL17127,8.96,True,http://www.openphacts.org/units/Nanomolar,30394,=,1,True,=,,Ki,nM,,1.1,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,1.1
,1277895,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCc3ccc(cc3)S(=O)(=O)N(CCCl)CCCl)c4nc(nn14)c5occc5,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '16.8', 'le': '0.35', 'lle': '6.2', 'sei': '6.72'}",CHEMBL278805,,CHEMBL278805,9.23,True,http://www.openphacts.org/units/Nanomolar,30397,=,1,True,=,,Ki,nM,,0.59,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,0.59
,1279013,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCc3ccc(cc3)S(=O)(=O)N)c4nc(nn14)c5occc5,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '20.93', 'le': '0.4', 'lle': '7.67', 'sei': '5.54'}",CHEMBL23745,,CHEMBL23745,8.88,True,http://www.openphacts.org/units/Nanomolar,30399,=,1,True,=,,Ki,nM,,1.31,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,1.31
,1280336,[],CHEMBL647483,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 0.69-0.92,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCc3ccc(cc3)S(=O)(=O)N(CCO)CCO)c4nc(nn14)c5occc5,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '17.75', 'le': '0.35', 'lle': '8.57', 'sei': '5.11'}",CHEMBL22717,,CHEMBL22717,9.1,True,http://www.openphacts.org/units/Nanomolar,30398,=,1,True,=,,Ki,nM,,0.8,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,0.8
,1281483,[],CHEMBL647490,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 48.9-52.4,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCc3ccc(cc3)S(=O)(=O)NCC(=O)O)c4nc(nn14)c5occc5,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '15.13', 'le': '0.29', 'lle': '6.38', 'sei': '3.98'}",CHEMBL22881,,CHEMBL22881,7.3,True,http://www.openphacts.org/units/Nanomolar,30417,=,1,True,=,,Ki,nM,,50,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,50
,1281503,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc(cc3)[N+](=O)[O-])c4nc(nn14)c5occc5,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '22.26', 'le': '0.41', 'lle': '6.14', 'sei': '6.28'}",CHEMBL22241,,CHEMBL22241,9,True,http://www.openphacts.org/units/Nanomolar,30414,=,1,True,=,,Ki,nM,,1,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,1
,1281510,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,NC(=N)c1ccc(CCCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '20.82', 'le': '0.38', 'lle': '6.13', 'sei': '5.57'}",CHEMBL281601,,CHEMBL281601,8.36,True,http://www.openphacts.org/units/Nanomolar,30402,=,1,True,=,,Ki,nM,,4.4,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,4.4
,1282690,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,CCOC(=O)c1ccc(CCCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '19.46', 'le': '0.36', 'lle': '5.27', 'sei': '6.65'}",CHEMBL442338,,CHEMBL442338,8.4,False,http://www.openphacts.org/units/Nanomolar,30409,=,1,True,=,,Ki,nM,,4,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,4
,1286222,[],CHEMBL641571,Binding Affinity for adenosine A2A receptor expressed in HEK293 cells compared to [3H]CGS-21680,B,BAO_0000192,BAO_0000219,cell-based format,COC(=O)C1=C2C=CN(C)C=C2c3nc(nn3C1)c4ccccc4,,,CHEMBL1134604,J. Med. Chem.,2001.0,,CHEMBL52735,,CHEMBL52735,,False,http://www.openphacts.org/units/Nanomolar,85294,>,1,True,>,,Ki,nM,,10000,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,uM,UO_0000065,,10
,1286403,[],CHEMBL647489,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 3.4-4.2,B,BAO_0000192,BAO_0000219,cell-based format,CN1CCN(CC1)S(=O)(=O)c2ccc(CCn3ncc4c3nc(N)n5nc(nc45)c6occc6)cc2,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '16.59', 'le': '0.32', 'lle': '6.92', 'sei': '5.99'}",CHEMBL418564,,CHEMBL418564,8.42,True,http://www.openphacts.org/units/Nanomolar,30393,=,1,True,=,,Ki,nM,,3.8,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,3.8
,1287680,[],CHEMBL647486,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 98-144,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc4OC(Oc4c3)(C(=O)O)C(=O)O)c5nc(nn15)c6occc6,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '14.08', 'le': '0.26', 'lle': '5.33', 'sei': '3.58'}",CHEMBL278996,,CHEMBL278996,6.92,True,http://www.openphacts.org/units/Nanomolar,30419,=,1,True,=,,Ki,nM,,120,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,120
,1287697,[],CHEMBL649788,Inhibition of [3H]CGS-21680 binding to human Adenosine A2a receptor expressed in HEK293 cells; Range 811-982,B,BAO_0000192,BAO_0000219,cell-based format,CCCCc1nc2[nH]cnc2c3nc(nn13)c4ccc(OC)cc4,,,CHEMBL1135548,J. Med. Chem.,2002.0,"{'bei': '18.77', 'le': '0.34', 'lle': '3.03', 'sei': '7.47'}",CHEMBL331111,,CHEMBL331111,6.05,False,http://www.openphacts.org/units/Nanomolar,233055,=,1,True,=,,Ki,nM,,892,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,892
,1290461,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccccc3)c4nc(nn14)c5occc5,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '24.82', 'le': '0.45', 'lle': '5.97', 'sei': '8.92'}",CHEMBL17121,SCH-63390,CHEMBL17121,8.92,True,http://www.openphacts.org/units/Nanomolar,30415,=,1,True,=,,Ki,nM,,1.2,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,1.2
,1291619,[],CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,BAO_0000192,BAO_0000219,cell-based format,Cn1c(nc2c(N)nc(nc12)C#CC3(O)CCCCC3)c4ccccc4F,,,CHEMBL1134604,J. Med. Chem.,2001.0,"{'bei': '21.41', 'le': '0.4', 'lle': '5.02', 'sei': '8.71'}",CHEMBL301512,,CHEMBL301512,7.82,False,http://www.openphacts.org/units/Nanomolar,85314,=,1,True,=,,Ki,nM,,15,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,uM,UO_0000065,,0.015
,1291806,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,Nc1ccc(CCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '20.14', 'le': '0.37', 'lle': '5.12', 'sei': '5.76'}",CHEMBL22316,,CHEMBL22316,7.26,True,http://www.openphacts.org/units/Nanomolar,30403,=,1,True,=,,Ki,nM,,55,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,55
,1292876,[],CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,BAO_0000192,BAO_0000219,cell-based format,CCC(O)(CC)C#Cc1nc(N)c2nc(c3cccc(F)c3)n(C)c2n1,,,CHEMBL1134604,J. Med. Chem.,2001.0,"{'bei': '22.31', 'le': '0.41', 'lle': '5.24', 'sei': '8.78'}",CHEMBL51192,,CHEMBL51192,7.89,False,http://www.openphacts.org/units/Nanomolar,85299,=,1,True,=,,Ki,nM,,13,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,uM,UO_0000065,,0.013
,1293024,[],CHEMBL647488,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 0.16-0.21,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc4OC(CO)(CO)Oc4c3)c5nc(nn15)c6occc6,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '20.98', 'le': '0.39', 'lle': '8.32', 'sei': '6.11'}",CHEMBL282888,,CHEMBL282888,9.72,True,http://www.openphacts.org/units/Nanomolar,30418,=,1,True,=,,Ki,nM,,0.19,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,0.19
,1293041,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,Nc1ccc(CCCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '25.79', 'le': '0.47', 'lle': '7.13', 'sei': '7.66'}",CHEMBL281805,,CHEMBL281805,9.66,True,http://www.openphacts.org/units/Nanomolar,30407,=,1,True,=,,Ki,nM,,0.22,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,0.22
,1294483,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc(cc3)C(=O)O)c4nc(nn14)c5occc5,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '20.66', 'le': '0.38', 'lle': '5.68', 'sei': '6.07'}",CHEMBL279254,,CHEMBL279254,8.33,True,http://www.openphacts.org/units/Nanomolar,30401,=,1,True,=,,Ki,nM,,4.63,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,4.63
,1295659,[],CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,BAO_0000192,BAO_0000219,cell-based format,Cn1c(nc2c(N)nc(nc12)C#CC3(O)CCCCC3)c4cccc(F)c4,,,CHEMBL1134604,J. Med. Chem.,2001.0,"{'bei': '21.33', 'le': '0.39', 'lle': '5', 'sei': '8.68'}",CHEMBL48153,,CHEMBL48153,7.8,False,http://www.openphacts.org/units/Nanomolar,85316,=,1,True,=,,Ki,nM,,16,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,uM,UO_0000065,,0.016
,1295943,[],CHEMBL649786,Inhibition of [3H]CGS-21680 binding to human Adenosine A2a receptor expressed in HEK293 cells at 10000 nM,B,BAO_0000192,BAO_0000219,cell-based format,CCCCc1nc2[nH]cnc2c3nc(nn13)c4ccc(OCCC)cc4,,,CHEMBL1135548,J. Med. Chem.,2002.0,"{'bei': '20.86', 'le': '0.38', 'lle': '3.51', 'sei': '9.03'}",CHEMBL333860,,CHEMBL333860,7.31,False,http://www.openphacts.org/units/Nanomolar,233053,=,1,True,=,,Ki,nM,,49,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,49
,1298598,[],CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,BAO_0000192,BAO_0000219,cell-based format,Cn1c(nc2c(N)nc(nc12)C#CC(C)(C)O)c3cccc(F)c3,,,CHEMBL1134604,J. Med. Chem.,2001.0,"{'bei': '24.71', 'le': '0.46', 'lle': '6.17', 'sei': '8.95'}",CHEMBL300624,,CHEMBL300624,8.04,False,http://www.openphacts.org/units/Nanomolar,85300,=,1,True,=,,Ki,nM,,9.1,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,uM,UO_0000065,,0.0091
,1298798,[],CHEMBL643210,Inhibition of [3H]CGS-21680 binding to human Adenosine A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COc1ccc(cc1)C2=CSC3=NC(=O)C=C(N)N23,,,CHEMBL1135548,J. Med. Chem.,2002.0,,CHEMBL89472,,CHEMBL89472,,False,http://www.openphacts.org/units/Nanomolar,233031,>,1,True,>,,Ki,nM,,10000,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,10000
,1298827,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,CC(=O)Nc1ccc(CCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '20.67', 'le': '0.38', 'lle': '5.8', 'sei': '6.44'}",CHEMBL22500,,CHEMBL22500,8.32,True,http://www.openphacts.org/units/Nanomolar,30413,=,1,True,=,,Ki,nM,,4.8,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,4.8
,1298834,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,N\C(=N\O)\c1ccc(CCCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '19.7', 'le': '0.36', 'lle': '6.18', 'sei': '5.18'}",CHEMBL22822,,CHEMBL22822,8.22,True,http://www.openphacts.org/units/Nanomolar,30405,=,1,True,=,,Ki,nM,,6,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,6
,1298841,[],CHEMBL647485,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 66-85,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3cc4OCOc4cc3S(=O)(=O)O)c5nc(nn15)c6occc6,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '14.74', 'le': '0.29', 'lle': '5.2', 'sei': '4.12'}",CHEMBL22974,,CHEMBL22974,7.12,False,http://www.openphacts.org/units/Nanomolar,30395,=,1,True,=,,Ki,nM,,75,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,75
,1300057,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCc3ccc(cc3)N(CCO)CCO)c4nc(nn14)c5occc5,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '22.12', 'le': '0.41', 'lle': '8.57', 'sei': '6.9'}",CHEMBL22202,,CHEMBL22202,9.92,True,http://www.openphacts.org/units/Nanomolar,30411,=,1,True,=,,Ki,nM,,0.12,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,0.12
,1301230,[],CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,BAO_0000192,BAO_0000219,cell-based format,Cn1c(nc2c(N)nc(nc12)C#CC3(O)CCCC3)c4cccc(F)c4,,,CHEMBL1134604,J. Med. Chem.,2001.0,"{'bei': '22.79', 'le': '0.42', 'lle': '5.6', 'sei': '8.91'}",CHEMBL297685,,CHEMBL297685,8.01,False,http://www.openphacts.org/units/Nanomolar,85306,=,1,True,=,,Ki,nM,,9.8,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,uM,UO_0000065,,0.0098
,1302677,[],CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc(cc3)C#N)c4nc(nn14)c5occc5,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '18.38', 'le': '0.33', 'lle': '4.25', 'sei': '5.7'}",CHEMBL22191,,CHEMBL22191,7.07,True,http://www.openphacts.org/units/Nanomolar,30410,=,1,True,=,,Ki,nM,,86,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,86
,1304214,[],CHEMBL647484,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 49-72,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc4O[C@H](Oc4c3)C(=O)O)c5nc(nn15)c6occc6,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '16.16', 'le': '0.3', 'lle': '5.1', 'sei': '4.64'}",CHEMBL22355,,CHEMBL22355,7.23,False,http://www.openphacts.org/units/Nanomolar,30420,=,1,True,=,,Ki,nM,,59,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,59
,1304228,[],CHEMBL649786,Inhibition of [3H]CGS-21680 binding to human Adenosine A2a receptor expressed in HEK293 cells at 10000 nM,B,BAO_0000192,BAO_0000219,cell-based format,CCCCc1nc2[nH]cnc2c3nc(nn13)c4ccc(cc4)N(C)C,,,CHEMBL1135548,J. Med. Chem.,2002.0,"{'bei': '21.79', 'le': '0.4', 'lle': '4.23', 'sei': '9.75'}",CHEMBL123462,,CHEMBL123462,7.31,False,http://www.openphacts.org/units/Nanomolar,233051,=,1,True,=,,Ki,nM,,49,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,49
,1308467,[],CHEMBL647492,Displacement of [3H]-SCH- 58261 from human Adenosine A2A receptor expressed in HEK293 cells; ranges from 4.95-6.08,B,BAO_0000192,BAO_0000219,cell-based format,CCOC(=O)[C@@H]1Oc2ccc(CCCn3ncc4c3nc(N)n5nc(nc45)c6occc6)cc2O1,,,CHEMBL1135389,J. Med. Chem.,2002.0,"{'bei': '17.37', 'le': '0.32', 'lle': '5.65', 'sei': '5.7'}",CHEMBL279062,,CHEMBL279062,8.26,False,http://www.openphacts.org/units/Nanomolar,30421,=,1,True,=,,Ki,nM,,5.48,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,5.48
,1400016,[],CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,BAO_0000192,BAO_0000219,cell-based format,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(Cl)nc34,,,CHEMBL1142719,J. Med. Chem.,2005.0,"{'bei': '12.17', 'le': '0.25', 'lle': '3.87', 'sei': '4.5'}",CHEMBL175543,,CHEMBL175543,5.64,True,http://www.openphacts.org/units/Nanomolar,360005,=,1,True,=,,Ki,nM,,2300,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,2300
,1400022,[],CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,BAO_0000192,BAO_0000219,cell-based format,CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(F)c5)nc(Cl)nc34,,,CHEMBL1142719,J. Med. Chem.,2005.0,"{'bei': '11.84', 'le': '0.23', 'lle': '4.03', 'sei': '4.23'}",CHEMBL2112155,,CHEMBL2112155,5.29,False,http://www.openphacts.org/units/Nanomolar,360003,=,1,True,=,,Ki,nM,,5100,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,5100
,1400028,[],CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,BAO_0000192,BAO_0000219,cell-based format,CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(Cl)ccc5Cl)nc(Cl)nc34,,,CHEMBL1142719,J. Med. Chem.,2005.0,"{'bei': '11.82', 'le': '0.25', 'lle': '3.46', 'sei': '4.7'}",CHEMBL2112156,,CHEMBL2112156,5.89,False,http://www.openphacts.org/units/Nanomolar,360004,=,1,True,=,,Ki,nM,,1300,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,1300
,1400034,[],CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,BAO_0000192,BAO_0000219,cell-based format,CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(I)ccc5Cl)nc(Cl)nc34,,,CHEMBL1142719,J. Med. Chem.,2005.0,"{'bei': '10.72', 'le': '0.27', 'lle': '3.94', 'sei': '5.05'}",CHEMBL2368363,,CHEMBL2368363,6.32,False,http://www.openphacts.org/units/Nanomolar,360010,=,1,True,=,,Ki,nM,,480,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,480
,1400040,[],CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,BAO_0000192,BAO_0000219,cell-based format,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(Cl)ccc5OC)nc(Cl)nc34,,,CHEMBL1142719,J. Med. Chem.,2005.0,"{'bei': '12', 'le': '0.25', 'lle': '4.14', 'sei': '4.4'}",CHEMBL353319,,CHEMBL353319,5.92,True,http://www.openphacts.org/units/Nanomolar,360011,=,1,True,=,,Ki,nM,,1200,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,1200
,1400046,[],CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,BAO_0000192,BAO_0000219,cell-based format,CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(Cl)ccc5OCC(=O)N)nc(Cl)nc34,,,CHEMBL1142719,J. Med. Chem.,2005.0,"{'bei': '11.37', 'le': '0.23', 'lle': '5.46', 'sei': '3.43'}",CHEMBL2368368,,CHEMBL2368368,6.1,False,http://www.openphacts.org/units/Nanomolar,360012,=,1,True,=,,Ki,nM,,800,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,800
,1400052,[],CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,BAO_0000192,BAO_0000219,cell-based format,CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(Cl)ccc5OCc6ccccc6)nc(Cl)nc34,,,CHEMBL1142719,J. Med. Chem.,2005.0,"{'bei': '10.66', 'le': '0.21', 'lle': '2.72', 'sei': '4.52'}",CHEMBL2368369,,CHEMBL2368369,6.07,False,http://www.openphacts.org/units/Nanomolar,360013,=,1,True,=,,Ki,nM,,850,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,850
